I am  nid00690 rank 0 (total 192)
total of 1545 tasks
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
I am  nid00692 rank 67 (total 192)
3358m002
  Slave nid00692 rank 67 executing "3358m002" task_id "99"
3388p015
  Slave nid00692 rank 67 executing "3388p015" task_id "290"
3421p005
  Slave nid00692 rank 67 executing "3421p005" task_id "481"
3453m017
  Slave nid00692 rank 67 executing "3453m017" task_id "672"
3486m007
  Slave nid00692 rank 67 executing "3486m007" task_id "863"
3516p015
  Slave nid00692 rank 67 executing "3516p015" task_id "1054"
3548p005
  Slave nid00692 rank 67 executing "3548p005" task_id "1245"
3581m015
  Slave nid00692 rank 67 executing "3581m015" task_id "1436"
Task completed (rank 67)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
I am  nid00691 rank 32 (total 192)
3343p000
  Slave nid00691 rank 32 executing "3343p000" task_id "18"
3351p002
  Slave nid00691 rank 32 executing "3351p002" task_id "64"
3383p002
  Slave nid00691 rank 32 executing "3383p002" task_id "255"
3416m012
  Slave nid00691 rank 32 executing "3416m012" task_id "446"
3448m002
  Slave nid00691 rank 32 executing "3448m002" task_id "637"
3478p012
  Slave nid00691 rank 32 executing "3478p012" task_id "828"
3511p002
  Slave nid00691 rank 32 executing "3511p002" task_id "1019"
3543m012
  Slave nid00691 rank 32 executing "3543m012" task_id "1210"
3576m002
  Slave nid00691 rank 32 executing "3576m002" task_id "1401"
Task completed (rank 32)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
I am  nid00693 rank 96 (total 192)
3343p002
  Slave nid00693 rank 96 executing "3343p002" task_id "19"
3361p017
  Slave nid00693 rank 96 executing "3361p017" task_id "128"
3393p012
  Slave nid00693 rank 96 executing "3393p012" task_id "319"
3426p002
  Slave nid00693 rank 96 executing "3426p002" task_id "510"
3458m015
  Slave nid00693 rank 96 executing "3458m015" task_id "701"
3491m005
  Slave nid00693 rank 96 executing "3491m005" task_id "892"
3521p012
  Slave nid00693 rank 96 executing "3521p012" task_id "1083"
3553p002
  Slave nid00693 rank 96 executing "3553p002" task_id "1274"
3586m012
  Slave nid00693 rank 96 executing "3586m012" task_id "1465"
Task completed (rank 96)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
I am  nid00693 rank 97 (total 192)
3363m002
  Slave nid00693 rank 97 executing "3363m002" task_id "129"
3393p015
  Slave nid00693 rank 97 executing "3393p015" task_id "320"
3426p005
  Slave nid00693 rank 97 executing "3426p005" task_id "511"
3458m017
  Slave nid00693 rank 97 executing "3458m017" task_id "702"
3491m007
  Slave nid00693 rank 97 executing "3491m007" task_id "893"
3521p015
  Slave nid00693 rank 97 executing "3521p015" task_id "1084"
3553p005
  Slave nid00693 rank 97 executing "3553p005" task_id "1275"
3586m015
  Slave nid00693 rank 97 executing "3586m015" task_id "1466"
Task completed (rank 97)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00692 rank 69 (total 192)
3358m007
  Slave nid00692 rank 69 executing "3358m007" task_id "101"
3391m002
  Slave nid00692 rank 69 executing "3391m002" task_id "292"
3421p010
  Slave nid00692 rank 69 executing "3421p010" task_id "483"
3453p002
  Slave nid00692 rank 69 executing "3453p002" task_id "674"
3486m012
  Slave nid00692 rank 69 executing "3486m012" task_id "865"
3518m002
  Slave nid00692 rank 69 executing "3518m002" task_id "1056"
3548p010
  Slave nid00692 rank 69 executing "3548p010" task_id "1247"
3581p000
  Slave nid00692 rank 69 executing "3581p000" task_id "1438"
Task completed (rank 69)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00694 rank 128 (total 192)
3341m015
  Slave nid00694 rank 128 executing "3341m015" task_id "1"
3368m005
  Slave nid00694 rank 128 executing "3368m005" task_id "160"
3398p017
  Slave nid00694 rank 128 executing "3398p017" task_id "351"
3431p007
  Slave nid00694 rank 128 executing "3431p007" task_id "542"
3463p000
  Slave nid00694 rank 128 executing "3463p000" task_id "733"
3496m010
  Slave nid00694 rank 128 executing "3496m010" task_id "924"
3526p017
  Slave nid00694 rank 128 executing "3526p017" task_id "1115"
3558p007
  Slave nid00694 rank 128 executing "3558p007" task_id "1306"
3591m017
  Slave nid00694 rank 128 executing "3591m017" task_id "1497"
Task completed (rank 128)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00691 rank 34 (total 192)
3351p007
  Slave nid00691 rank 34 executing "3351p007" task_id "66"
3383p007
  Slave nid00691 rank 34 executing "3383p007" task_id "257"
3416m017
  Slave nid00691 rank 34 executing "3416m017" task_id "448"
3448m007
  Slave nid00691 rank 34 executing "3448m007" task_id "639"
3478p017
  Slave nid00691 rank 34 executing "3478p017" task_id "830"
3511p007
  Slave nid00691 rank 34 executing "3511p007" task_id "1021"
3543m017
  Slave nid00691 rank 34 executing "3543m017" task_id "1212"
3576m007
  Slave nid00691 rank 34 executing "3576m007" task_id "1403"
Task completed (rank 34)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00695 rank 160 (total 192)
3373m012
  Slave nid00695 rank 160 executing "3373m012" task_id "192"
3406m005
  Slave nid00695 rank 160 executing "3406m005" task_id "383"
3436p012
  Slave nid00695 rank 160 executing "3436p012" task_id "574"
3468p005
  Slave nid00695 rank 160 executing "3468p005" task_id "765"
3501m015
  Slave nid00695 rank 160 executing "3501m015" task_id "956"
3533m005
  Slave nid00695 rank 160 executing "3533m005" task_id "1147"
3563p012
  Slave nid00695 rank 160 executing "3563p012" task_id "1338"
3596p005
  Slave nid00695 rank 160 executing "3596p005" task_id "1529"
Task completed (rank 160)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
I am  nid00693 rank 98 (total 192)
3363m005
  Slave nid00693 rank 98 executing "3363m005" task_id "130"
3393p017
  Slave nid00693 rank 98 executing "3393p017" task_id "321"
3426p007
  Slave nid00693 rank 98 executing "3426p007" task_id "512"
3458p000
  Slave nid00693 rank 98 executing "3458p000" task_id "703"
3491m010
  Slave nid00693 rank 98 executing "3491m010" task_id "894"
3521p017
  Slave nid00693 rank 98 executing "3521p017" task_id "1085"
3553p007
  Slave nid00693 rank 98 executing "3553p007" task_id "1276"
3586m017
  Slave nid00693 rank 98 executing "3586m017" task_id "1467"
Task completed (rank 98)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
I am  nid00690 rank 23 (total 192)
3341p015
  Slave nid00690 rank 23 executing "3341p015" task_id "9"
3348p017
  Slave nid00690 rank 23 executing "3348p017" task_id "55"
3381p017
  Slave nid00690 rank 23 executing "3381p017" task_id "246"
3413p007
  Slave nid00690 rank 23 executing "3413p007" task_id "437"
3446m017
  Slave nid00690 rank 23 executing "3446m017" task_id "628"
3478m010
  Slave nid00690 rank 23 executing "3478m010" task_id "819"
3508p017
  Slave nid00690 rank 23 executing "3508p017" task_id "1010"
3541p007
  Slave nid00690 rank 23 executing "3541p007" task_id "1201"
3573m017
  Slave nid00690 rank 23 executing "3573m017" task_id "1392"
Task completed (rank 23)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
I am  nid00693 rank 99 (total 192)
3346p005
  Slave nid00693 rank 99 executing "3346p005" task_id "35"
3363m007
  Slave nid00693 rank 99 executing "3363m007" task_id "131"
3396m002
  Slave nid00693 rank 99 executing "3396m002" task_id "322"
3426p010
  Slave nid00693 rank 99 executing "3426p010" task_id "513"
3458p002
  Slave nid00693 rank 99 executing "3458p002" task_id "704"
3491m012
  Slave nid00693 rank 99 executing "3491m012" task_id "895"
3523m002
  Slave nid00693 rank 99 executing "3523m002" task_id "1086"
3553p010
  Slave nid00693 rank 99 executing "3553p010" task_id "1277"
3586p000
  Slave nid00693 rank 99 executing "3586p000" task_id "1468"
Task completed (rank 99)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
I am  nid00695 rank 162 (total 192)
3373m017
  Slave nid00695 rank 162 executing "3373m017" task_id "194"
3406m010
  Slave nid00695 rank 162 executing "3406m010" task_id "385"
3436p017
  Slave nid00695 rank 162 executing "3436p017" task_id "576"
3468p010
  Slave nid00695 rank 162 executing "3468p010" task_id "767"
3501p000
  Slave nid00695 rank 162 executing "3501p000" task_id "958"
3533m010
  Slave nid00695 rank 162 executing "3533m010" task_id "1149"
3563p017
  Slave nid00695 rank 162 executing "3563p017" task_id "1340"
3596p010
  Slave nid00695 rank 162 executing "3596p010" task_id "1531"
Task completed (rank 162)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
